rosbagTimestamp,data
1456350781407873977,1.38834381104
1456350781608856810,1.38792335987
1456350781811065685,1.39016592503
1456350782012723185,1.38862419128
1456350782214407643,1.38722252846
1456350782416185143,1.38890445232
1456350782617798143,1.3893250227
1456350782819504852,1.38988566399
1456350783021279894,1.38666176796
1456350783222999102,1.38834381104
1456350783424707560,1.38834381104
1456350783626542519,1.38497984409
1456350783828096310,1.3831577301
1456350784029795144,1.38357818127
1456350784231707644,1.38343799114
1456350784433335560,1.3831577301
1456350784635121102,1.38245677948
1456350784836902185,1.38904464245
1456350785038602269,1.38834381104
1456350785240403144,1.3905864954
1456350785442331477,1.39156758785
1456350785644004935,1.39254879951
1456350785845736269,1.3918479681
1456350786047452477,1.38918483257
1456350786249139686,1.3905864954
1456350786450834977,1.38301753998
1456350786652610852,1.38427901268
1456350786854293269,1.38455939293
1456350787056088311,1.38778316975
1456350787257784519,1.38848400116
1456350787459462519,1.38834381104
1456350787661235144,1.38890445232
1456350787862854644,1.39002585411
1456350788064552644,1.39044630527
1456350788266413727,1.3931094408
1456350788468042561,1.38722252846
1456350788669763769,1.3875027895
1456350788871541311,1.38554048538
1456350789073314353,1.38568067551
1456350789274983769,1.38343799114
1456350789476778603,1.3825969696
1456350789678461353,1.38161587715
1456350789880156144,1.38175606728
1456350790081920478,1.38974547386
1456350790283641978,1.3918479681
1456350790485307519,1.3992767334
1456350790687071019,1.39815545082
1456350790888748103,1.39857590199
1456350791090457394,1.39745461941
1456350791292281770,1.39605295658
1456350791493968853,1.39633333683
1456350791695662270,1.39577257633
1456350791897474395,1.39633333683
1456350792099191186,1.39689397812
1456350792300938311,1.3875027895
1456350792502738936,1.39479148388
1456350792704584520,1.39493155479
1456350792906409103,1.39507174492
1456350793108100978,1.39563250542
1456350793310024270,1.39535212517
1456350793511770311,1.39577257633
1456350793713467603,1.39647340775
1456350793915196811,1.39619314671
1456350794116976895,1.39072668552
1456350794318656895,1.38722252846
1456350794520392937,1.38722252846
1456350794722173520,1.38722252846
1456350794923883562,1.38512003422
1456350795125651728,1.38512003422
1456350795327441937,1.38497984409
1456350795529072770,1.38526010513
1456350795730768603,1.38610112667
1456350795932439853,1.38091504574
1456350796134110562,1.37923300266
1456350796335777937,1.38596105576
1456350796537503353,1.38582086563
1456350796739226645,1.37867236137
1456350796940959645,1.37825191021
1456350797142755729,1.38105511665
1456350797344428770,1.38119530678
1456350797546208937,1.3813354969
1456350797747842395,1.38385844231
1456350797949520145,1.38371837139
1456350798151361270,1.37937319279
1456350798352891270,1.38091504574
1456350798554575437,1.38077485561
1456350798756344812,1.38091504574
1456350798958006729,1.3825969696
1456350799159682020,1.38568067551
1456350799361543770,1.38652169704
1456350799563195229,1.38161587715
1456350799764866479,1.38119530678
1456350799966619396,1.38483965397
1456350800168201812,1.38582086563
