rosbagTimestamp,data
1456349683848596054,0.875756919384
1456349684049479596,0.876317560673
1456349684251336638,0.87926107645
1456349684452969888,0.879681527615
1456349684654694388,0.881223380566
1456349684856523513,0.882344722748
1456349685058047721,0.882064342499
1456349685259761013,0.88150370121
1456349685461517554,0.880102038383
1456349685663221013,0.882625043392
1456349685864932638,0.878420054913
1456349686066758304,0.875897049904
1456349686268405013,0.876177430153
1456349686470074596,0.87926107645
1456349686671836304,0.87940120697
1456349686873518971,0.880662679672
1456349687075271305,0.88150370121
1456349687277082096,0.870010077953
1456349687478752846,0.869028925896
1456349687680463263,0.868608415127
1456349687882179888,0.8672067523
1456349688083905846,0.867346942425
1456349688285599096,0.86328214407
1456349688487367471,0.861740291119
1456349688689053721,0.861600160599
1456349688890721430,0.86131978035
1456349689092469221,0.862160801888
1456349689294177638,0.862581312656
1456349689496016805,0.858936965466
1456349689697720263,0.858936965466
1456349689899481888,0.858656644821
1456349690101224472,0.860759139061
1456349690302798263,0.859497666359
1456349690504548138,0.857535302639
1456349690706372680,0.855853319168
1456349690908232138,0.856133639812
1456349691109901805,0.851368010044
1456349691311732597,0.855993509293
1456349691513359847,0.855292677879
1456349691715081763,0.855292677879
1456349691916835097,0.854451656342
1456349692118524847,0.854171335697
1456349692320220388,0.853750824928
1456349692522026930,0.855432808399
1456349692723705930,0.853470504284
1456349692925423930,0.851508200169
1456349693127265055,0.851227879524
1456349693328947680,0.851788520813
1456349693530633055,0.853049993515
1456349693732403472,0.847583532333
1456349693934068555,0.851788520813
1456349694135754264,0.8510876894
1456349694337575597,0.8510876894
1456349694539248347,0.850527048111
1456349694740998972,0.852769672871
1456349694942826347,0.846041738987
1456349695144483222,0.849686026573
1456349695346278972,0.852068841457
1456349695547947514,0.853750824928
1456349695749666014,0.854031205177
1456349695951417347,0.851508200169
1456349696153123972,0.853750824928
1456349696354838264,0.855572998524
1456349696556588597,0.859777987003
1456349696758282264,0.862160801888
1456349696960072931,0.864123106003
1456349697161738972,0.863141953945
1456349697363436139,0.862020611763
1456349697565133431,0.867627263069
1456349697766903222,0.871972441673
1456349697968580848,0.868187963963
1456349698170283098,0.868468284607
1456349698372027473,0.867767453194
1456349698573810056,0.867487132549
1456349698775474848,0.86131978035
1456349698977256181,0.871131420135
1456349699178934806,0.873654425144
1456349699380622806,0.872813403606
1456349699582390848,0.873654425144
1456349699784069889,0.873654425144
1456349699985737931,0.876037240028
1456349700187583139,0.874495387077
1456349700389272098,0.874215066433
1456349700591046514,0.870150268078
1456349700792764015,0.868888735771
1456349700994441265,0.869589567184
1456349701196259806,0.870010077953
1456349701397814140,0.87141174078
1456349701599504473,0.86930924654
1456349701801319681,0.870290398598
1456349702003035473,0.872112572193
1456349702204712806,0.872533082962
1456349702406640140,0.874355256557
1456349702608422931,0.871692061424
1456349702810115390,0.877579033375
1456349703011927848,0.870290398598
1456349703213593306,0.868888795376
1456349703415338765,0.869589626789
1456349703617139182,0.86706662178
1456349703818807723,0.866225600243
1456349704020528182,0.86916911602
1456349704222338932,0.868888795376
1456349704424018973,0.86131978035
1456349704625735890,0.863562464714
1456349704827516098,0.864543616772
1456349705029194098,0.866926431656
1456349705231018265,0.865945279598
1456349705432691765,0.862160801888
1456349705634357307,0.860198497772
1456349705836124515,0.862721443176
1456349706037743057,0.86117964983
1456349706239422640,0.86131978035
1456349706441322182,0.86117964983
1456349706643104807,0.863562464714
1456349706844782974,0.86342227459
1456349707046629140,0.867346942425
1456349707248373599,0.866926431656
1456349707450112890,0.868608415127
1456349707651947182,0.872392892838
1456349707853664140,0.872953593731
1456349708055421599,0.864123106003
1456349708257289724,0.863842785358
1456349708458997265,0.872112572193
1456349708660717474,0.86916911602
1456349708862456390,0.868468284607
1456349709064308390,0.865805089474
1456349709265979016,0.872392892838
1456349709467684724,0.874215066433
1456349709669342224,0.875056087971
1456349709871043224,0.873794555664
1456349710072813057,0.873794555664
1456349710274503724,0.873233914375
1456349710476358891,0.874775767326
1456349710677919349,0.874635577202
1456349710879629057,0.873934745789
1456349711081390224,0.87351423502
1456349711283107891,0.874355256557
1456349711484754391,0.871692061424
1456349711686574849,0.870570778847
1456349711888306016,0.869028925896
1456349712089992558,0.873093724251
1456349712291762808,0.872953593731
1456349712493475974,0.875756919384
1456349712695197558,0.876457750797
1456349712897005558,0.876878201962
1456349713098667933,0.876177370548
1456349713300382224,0.871972441673
1456349713502143724,0.873233914375
1456349713703847308,0.873233914375
1456349713905524933,0.869589567184
1456349714107321474,0.872533082962
1456349714309167266,0.873093724251
1456349714510740766,0.874915897846
1456349714712572558,0.878420054913
1456349714914236225,0.878420054913
1456349715116070225,0.872673273087
1456349715317701808,0.874074876308
1456349715519379975,0.873654425144
1456349715721138808,0.86916911602
1456349715922795558,0.874915897846
1456349716124506016,0.87729871273
1456349716326288850,0.877438902855
1456349716527980391,0.874495387077
1456349716729661433,0.87351423502
1456349716931371016,0.8733741045
1456349717133222058,0.873654425144
1456349717334891016,0.872953593731
1456349717536721183,0.872392892838
1456349717738405767,0.8733741045
1456349717940146267,0.873794555664
1456349718142079350,0.870851099491
1456349718343797600,0.870710909367
1456349718545474933,0.866786301136
1456349718747317808,0.858656644821
1456349718949056558,0.857675492764
1456349719150789350,0.861880481243
1456349719352580683,0.859357476234
1456349719554293975,0.860759139061
1456349719756215017,0.86510425806
1456349719957868725,0.860899329185
1456349720159568642,0.860478818417
1456349720361423267,0.860899329185
1456349720563094225,0.860759139061
1456349720764784392,0.861740291119
1456349720966632725,0.864263296127
1456349721168325600,0.866085469723
1456349721370037517,0.865384638309
1456349721571875517,0.865805089474
1456349721773553059,0.866085469723
1456349721975279184,0.868888735771
1456349722177080892,0.869449436665
1456349722378799142,0.872392892838
1456349722580502350,0.873233914375
1456349722782290892,0.878420054913
1456349722984055850,0.879961907864
1456349723185748226,0.881784021854
1456349723387444017,0.882344722748
